Probe Set	Identifier	FirstOfLocuslink	FirstOfName	FirstOfFunction	Description							
3830528	NM_025169.1	55888	ZNF167		ZNF167							
6420114	NM_014975.1	22983	MAST1		MAST1							
7650446	AW771438		HS.543655		HS.543655							
3840368	XM_928554.1	645535	LOC645535		LOC645535							
1990196	NM_145056.1	147906	DACT3		DACT3							
240546	NM_033630.1	51282	SCAND1		SCAND1							
1770692	XM_001134034.1	729744	LOC729744		LOC729744							
5900040	XM_001134034.1	729744	LOC729744		LOC729744							
540307	XM_001134034.1	729744	LOC729744		LOC729744							
3180168	XM_929715.1	646764	LOC646764		LOC646764							
3370040	AA558434		HS.545997		HS.545997							
6510592	AA862295		HS.577361		HS.577361							
4200168	BF590496		HS.572875		HS.572875							
3850739	XM_066484.1	139116	LOC139116		LOC139116							
6420722	NM_198141.2	2595	GANC		GANC							
7330008	NM_031464.3	83694	RPS6KL1		RPS6KL1							
1780768	CK002968		HS.461497		HS.461497							
2100349	AW136659		HS.561950		HS.561950							
2190703	XM_001130267.1	729444	LOC729444		LOC729444							
5130242	XM_001130267.1	729444	LOC729444		LOC729444							
2360347	XM_001130267.1	729444	LOC729444		LOC729444							
540288	NM_203411.1	92162	TMEM88		TMEM88							
1400647	BG203332		HS.374255		HS.374255							
240112	XM_945018.1	649030	LOC649030		LOC649030							
1340484	BI468268		HS.555118		HS.555118							
6180327	XM_944520.1	651131	LOC651131		LOC651131							
5360392	NM_021202.1	58476	TP53INP2		TP53INP2							
1010398	CB243887		HS.291680		HS.291680							
4830167	NM_145814.1	59285	CACNG6		CACNG6							
5270487	XM_931239.1	643012	LOC643012		LOC643012							
2470458	NM_022765.2	64780	MICAL1		MICAL1							
1110056	DB083074		HS.584335		HS.584335							
3400202	NM_018025.2	55094	GPATCH1		GPATCH1							
4120148	BM560573		HS.249545		HS.249545							
6620435	NM_018439.2	55364	IMPACT		IMPACT							
840390	AI417859		HS.161147		HS.161147							
4670753	NM_030672.2	79822	ARHGAP28		ARHGAP28							
50215	NM_030672.2	79822	ARHGAP28		ARHGAP28							
4560753	NM_021023.4	10878	CFHR3		CFHR3							
2060528	XM_945148.1	649604	LOC649604		LOC649604							
290450	NM_022096.4	63926	ANKRD5		ANKRD5							
6760133	NM_005788.1	10196	PRMT3		PRMT3							
3440477	AL110133		HS.241414		HS.241414							
4900687	NM_181443.1	22903	BTBD3		BTBD3							
4230730	NM_006873.2	11037	STON1		STON1							
1660114	XM_939947.2	650861	LOC650861		LOC650861							
380523	NM_001011515.1	10611	PDLIM5		PDLIM5							
110010	NM_004580.3	5873	RAB27A		RAB27A							
3930343	NM_001629.2	241	ALOX5AP		ALOX5AP							
5290221	DB310195		HS.582275		HS.582275							
1240470	NM_139025.2	11093	ADAMTS13		ADAMTS13							
6450239	XM_379273.2	401149	FLJ14186		FLJ14186							
160390	NM_001014839.1	23154	NCDN		NCDN							
3170112	NM_015049.1	66008	TRAK2		TRAK2							
1820538	NM_002904.5	7936	RDBP		RDBP							
240167	NM_001014372.2	401135	CHR415SYT		CHR415SYT							
6350280	XM_937048.1	647993	LOC647993		LOC647993							
3870370	NM_153005.1	83732	RIOK1		RIOK1							
6900450	NM_000320.1	5860	QDPR		QDPR							
450435	XR_017788.1	641518	LOC641518		LOC641518							
5090148	XR_017788.1	641518	LOC641518		LOC641518							
5700725	NM_033255.2	94240	EPSTI1		EPSTI1							
3830022	NM_019101.2	55937	APOM		APOM							
4390703	NM_002827.2	5770	PTPN1		PTPN1							
5810358	DB338681		HS.579046		HS.579046							
6940646	NM_178536.3	286256	LCN12		LCN12							
730630	NM_024082.2	79057	PRRG3		PRRG3							
1070603	NM_002069.4	2770	GNAI1		GNAI1							
4260528	NM_002069.4	2770	GNAI1		GNAI1							
5340446	DA193949		HS.569304		HS.569304							
780187	NM_145063.2	221443	C6ORF130		C6ORF130							
5910288	NM_001042536.1	387755	INSC		INSC							
6650373	NM_001042536.1	387755	INSC		INSC							
3710008	AF251047		HS.538103		HS.538103							
940196	AI872985		HS.583637		HS.583637							
770411	NM_015288.4	23338	PHF15		PHF15							
2360224	XM_940244.1	651115	LOC651115		LOC651115							
840373	BX103212		HS.131427		HS.131427							
4070671	NM_152989.2	6660	SOX5		SOX5							
1050091	NM_152989.2	6660	SOX5		SOX5							
940639	NM_152321.1	121506	ERP27		ERP27							
2470465	NM_021138.3	7186	TRAF2		TRAF2							
6770280	XM_928997.1	646036	LOC646036		LOC646036							
510021	NM_173357.2	280657	SSX6		SSX6							
6350301	XR_015669.1	728554	LOC728554		LOC728554							
670192	XR_015669.1	728554	LOC728554		LOC728554							
1430093	XR_015669.1	728554	LOC728554		LOC728554							
1450717	NM_207349.1	284739	PRR17		PRR17							
5700279	NM_000947.2	5558	PRIM2		PRIM2							
4050382	NM_138357.1	90550	CCDC109A		CCDC109A							
290291	XM_940256.1	651126	LOC651126		LOC651126							
520746	NM_152343.2	124783	C17ORF46		C17ORF46							
4490424	NM_032136.4	84076	TKTL2		TKTL2							
5390561	NM_014044.4	25972	UNC50		UNC50							
5700092	AJ708514		HS.542267		HS.542267							
6450520	N49178		HS.551300		HS.551300							
2190451	BQ016979		HS.571860		HS.571860							
6560255	NM_177996.1	2036	EPB41L1		EPB41L1							
130669	NM_004873.2	9529	BAG5		BAG5							
1470142	BI827265		HS.554016		HS.554016							
4850524	NM_005097.1	9211	LGI1		LGI1							
4150068	NM_005097.1	9211	LGI1		LGI1							
2120189	AI085537		HS.146126		HS.146126							
4590133	NM_001001936.1	84632	AFAP1L2		AFAP1L2							
2350315	NM_023019.1	1639	DCTN1		DCTN1							
5900577	NM_018651.2	55888	ZNF167		ZNF167							
2480564	NM_018651.2	55888	ZNF167		ZNF167							
5090414	NM_003776.2	64976	MRPL40		MRPL40							
50097	NM_001077182.1	25794	FSCN2		FSCN2							
1570086	NM_001009905.1	146712	B3GNTL1		B3GNTL1							
510546	NM_022119.3	64063	PRSS22		PRSS22							
6100142	XM_926100.1	642629	LOC642629		LOC642629							
2710575	NM_001781.1	969	CD69		CD69							
4050215	AI745199		HS.132585		HS.132585							
2070110	AA775179		HS.540776		HS.540776							
6100259	NM_003385.4	7447	VSNL1		VSNL1							
630437	NM_032741.3	10554	AGPAT1		AGPAT1							
4390386	XM_927237.1	653219	LOC653219		LOC653219							
1340176	NM_173644.1	284756	C20ORF197		C20ORF197							
4010377	NM_005993.4	6904	TBCD		TBCD							
5090543	NM_005993.4	6904	TBCD		TBCD							
240433	NM_001011720.1	389668	XKR9		XKR9							
1990440	NM_199346.1	375189	PFN4		PFN4							
5820753	NM_006462.3	10616	RBCK1		RBCK1							
1300347	NM_017572.2	2872	MKNK2		MKNK2							
620673	Z38506		HS.544495		HS.544495							
2810687	NM_014665.1	9684	LRRC14		LRRC14							
4070092	XM_939804.2	645320	LOC645320		LOC645320							
1510397	XM_932802.2	645307	LOC645307		LOC645307							
6270328	NM_031435.1	83591	THAP2		THAP2							
3450189	NM_000522.3	3209	HOXA13		HOXA13							
20754	BM662626		HS.565371		HS.565371							
5960056	AB076961		HS.544510		HS.544510							
5080164	AA568531		HS.540971		HS.540971							
5050224	NM_001080490.1	123745	PLA2G4E		PLA2G4E							
6380431	NM_021976.3	6257	RXRB		RXRB							
1070128	NM_153716.1	159119	HSFY2		HSFY2							
4880564	NM_153716.1	159119	HSFY2		HSFY2							
4120477	NM_153716.1	159119	HSFY2		HSFY2							
240273	NM_153716.1	159119	HSFY2		HSFY2							
1300152	NM_153716.1	159119	HSFY2		HSFY2							
5220452	NM_030786.1	81493	SYNC1		SYNC1							
5810711	XM_372532.3	390502	SERPINA2		SERPINA2							
1510722	NM_018434.4	55819	RNF130		RNF130							
610563	NM_024014.2	3203	HOXA6		HOXA6							
3850156	AW000824		HS.232684		HS.232684							
1990201	BX645051		HS.534976		HS.534976							
5340592	NM_014659.3	9677	HISPPD2A		HISPPD2A							
3170612	XM_938124.1	649041	LOC649041		LOC649041							
5490646	NM_001034023.1	55929	DMAP1		DMAP1							
2350403	AA860922		HS.539775		HS.539775							
2230292	AI203662		HS.541130		HS.541130							
7320494	NM_153813.2	161882	ZFPM1		ZFPM1							
7150176	NM_005911.4	4144	MAT2A		MAT2A							
840544	NM_002896.2	5936	RBM4		RBM4							
520243	NM_002896.2	5936	RBM4		RBM4							
3290291	NM_006527.2	7884	SLBP		SLBP							
4280603	NM_006527.2	7884	SLBP		SLBP							
2600102	BX103892		HS.97753		HS.97753							
2230068	NM_005718.3	10093	ARPC4		ARPC4							
70408	AW511059		HS.561187		HS.561187							
870730	AI681095		HS.564798		HS.564798							
2120202	NM_173557.1	220441	RNF152		RNF152							
2900692	NM_031965.2	83903	GSG2		GSG2							
1820274	NM_003922.3	8925	HERC1		HERC1							
5390661	NM_001018056.1	7436	VLDLR		VLDLR							
2510110	BF590036		HS.540455		HS.540455							
1570273	NM_015277.3	23327	NEDD4L		NEDD4L							
6450435	XM_945176.1	652054	LOC652054		LOC652054							
6280474	NM_000321.2	5925	RB1		RB1							
5890220	NM_181739.1	55180	LINS1		LINS1							
7380092	NM_152403.2	133584	EGFLAM		EGFLAM							
3840671	NM_152548.1	153643	FAM81B		FAM81B							
1030681	AA482005		HS.105102		HS.105102							
1230609	NM_203311.1	389903	CSAG3A		CSAG3A							
4010095	NM_203311.1	389903	CSAG3A		CSAG3A							
6550333	NM_006564.1	10663	CXCR6		CXCR6							
5810750	NM_032783.3	84869	CBR4		CBR4							
7200639	NM_004165.1	6236	RRAD		RRAD							
5570520	NM_004165.1	6236	RRAD		RRAD							
5290286	DA375238		HS.580914		HS.580914							
1260605	NM_000503.3	2138	EYA1		EYA1							
3800575	NM_182779.3	1855	DVL1		DVL1							
5960609	NM_182779.3	1855	DVL1		DVL1							
4180279	NM_199003.1	55145	THAP1		THAP1							
4570291	DB338192		HS.574401		HS.574401							
380072	XM_933228.1	645871	LOC645871		LOC645871							
5670291	NM_014512.1	3806	KIR2DS1		KIR2DS1							
580386	NM_138408.2	112495	GTF3C6		GTF3C6							
4200110	NM_138408.2	112495	GTF3C6		GTF3C6							
150482	NM_032539.2	84631	SLITRK2		SLITRK2							
870575	NM_022062.2	63876	PKNOX2		PKNOX2							
7160504	NM_002081.1	2817	GPC1		GPC1							
4570270	NM_001005517.1	403278	OR5K4		OR5K4							
6840044	NM_004176.3	6720	SREBF1		SREBF1							
4490561	AI302557		HS.122007		HS.122007							
2350082	AV736398		HS.310451		HS.310451							
650129	BX093310		HS.120208		HS.120208							
3830458	AA889679		HS.578051		HS.578051							
1740131	NM_017545.2	54363	HAO1		HAO1							
7610403	NM_017545.2	54363	HAO1		HAO1							
5820500	NM_024319.2	79169	C1ORF35		C1ORF35							
4390661	NM_175066.2	317781	DDX51		DDX51							
3290437	NM_152590.1	160492	IFLTD1		IFLTD1							
7160180	NM_006002.3	7347	UCHL3		UCHL3							
7550189	BU753105		HS.561322		HS.561322							
830519	NM_000564.2	3568	IL5RA		IL5RA							
2000162	NM_130848.2	140947	C5ORF20		C5ORF20							
4610162	NM_005054.1	84220	RANBP2L1		RANBP2L1							
6180376	NM_201550.2	376132	LRRC10		LRRC10							
6620253	XM_929610.2	646667	LOC646667		LOC646667							
240397	AK022085		HS.551126		HS.551126							
130731	AA883219		HS.581525		HS.581525							
5490619	NM_021954.3	2700	GJA3		GJA3							
1580128	NM_021954.3	2700	GJA3		GJA3							
4590577	NM_016529.4	51761	ATP8A2		ATP8A2							
110544	F03766		HS.538931		HS.538931							
6020692	AV737943		HS.137971		HS.137971							
7510576	CD174681		HS.539280		HS.539280							
5130070	XM_933934.1	85452	KIAA1751		KIAA1751							
1030427	NM_001014838.1	51596	CUTA		CUTA							
6590408	NR_002564.1	9302	SNORD26		SNORD26							
2370088	NM_052962.2	116379	IL22RA2		IL22RA2							
6550068	NM_052962.2	116379	IL22RA2		IL22RA2							
1850435	NM_152312.3	120071	GYLTL1B		GYLTL1B							
2570768	NM_198205.1	6945	MLX		MLX							
1940309	BX105782		HS.368468		HS.368468							
4810519	AK127956		HS.547861		HS.547861							
4060400	AI627656		HS.223225		HS.223225							
6020358	NM_001006606.1	388882	LOC388882		LOC388882							
6200195	NM_052844.3	89891	WDR34		WDR34							
4260382	XM_940790.1	651609	LOC651609		LOC651609							
2360246	NM_002836.2	5786	PTPRA		PTPRA							
2140088	XM_933749.1	4645	MYO5B		MYO5B							
5960014	NM_052849.2	90416	CCDC32		CCDC32							
4880280	BQ023412		HS.563607		HS.563607							
6560092	BQ024735		HS.527361		HS.527361							
1410722	XM_930030.1	152084	LOC152084		LOC152084							
5360491	BX111977		HS.61151		HS.61151							
5080632	NM_018693.2	80204	FBXO11		FBXO11							
290037	NM_018693.2	80204	FBXO11		FBXO11							
2940075	NM_018571.5	55437	STRADB		STRADB							
4730369	NM_001731.1	694	BTG1		BTG1							
6420035	NM_001566.1	3631	INPP4A		INPP4A							
2710441	XM_926409.1	643040	LOC643040		LOC643040							
3170491	NM_006810.2	10954	PDIA5		PDIA5							
2710544	U50525		HS.98201		HS.98201							
3060040	NM_002568.3	26986	PABPC1		PABPC1							
780100	NM_000131.3	2155	F7		F7							
6650170	NM_000131.3	2155	F7		F7							
3190280	NM_000131.3	2155	F7		F7							
7100138	AI208184		HS.232176		HS.232176							
5310176	XM_929213.1	643799	LOC643799		LOC643799							
6860242	AK021701		HS.187578		HS.187578							
4780070	AA747958		HS.542501		HS.542501							
4250341	XM_939236.2	650155	LOC650155		LOC650155							
6370494	NM_015636.3	8890	EIF2B4		EIF2B4							
670594	NM_000063.3	717	C2		C2							
6130110	XM_172860.4	255649	LOC255649		LOC255649							
6060433	NM_001006944.1	8986	RPS6KA4		RPS6KA4							
4780609	NM_000741.2	1132	CHRM4		CHRM4							
7150537	NM_178026.2	2686	GGT7		GGT7							
2140725	XM_939090.1	54967	CXORF48		CXORF48							
6620431	NM_152237.1	10634	GAS2L1		GAS2L1							
2230762	DA767045		HS.574774		HS.574774							
610537	NM_058184.1	54072	C21ORF42		C21ORF42							
4780347	NM_207338.2	197021	LCTL		LCTL							
20215	AI205959		HS.542854		HS.542854							
1500736	DA179116		HS.539735		HS.539735							
4590086	XM_927073.1	643792	LOC643792		LOC643792							
4260349	XM_932872.1	645396	LOC645396		LOC645396							
670136	NM_001004322.1	401261	FLJ38717		FLJ38717							
5340703	NM_016618.1	51315	KRCC1		KRCC1							
2370538	NM_016618.1	51315	KRCC1		KRCC1							
430431	NM_004240.2	9322	TRIP10		TRIP10							
1090056	NM_033642.1	2258	FGF13		FGF13							
4830239	NM_002221.2	3707	ITPKB		ITPKB							
4900575	NM_016077.3	51651	PTRH2		PTRH2							
3140221	XM_926628.1	643266	LOC643266		LOC643266							
3060626	BC031963		HS.577513		HS.577513							
2070066	AA576740		HS.564705		HS.564705							
10358	NM_001030288.1	6693	SPN		SPN							
4220373	NM_001030288.1	6693	SPN		SPN							
6130270	BX116384		HS.164147		HS.164147							
870661	BG198096		HS.333345		HS.333345							
6960670	XM_935723.1	641957	LOC641957		LOC641957							
1430164	XM_930130.1	644962	LOC644962		LOC644962							
1170730	NM_078471.3	399687	MYO18A		MYO18A							
270093	NM_078471.3	399687	MYO18A		MYO18A							
360441	XM_930958.1	642622	LOC642622		LOC642622							
2600709	XM_935579.1	641834	LOC641834		LOC641834							
6330402	AA860237		HS.524053		HS.524053							
70047	AI914729		HS.559957		HS.559957							
3780465	NM_003601.2	8467	SMARCA5		SMARCA5							
2340445	NM_015844.1	4152	MBD1		MBD1							
4640364	AI791685		HS.128809		HS.128809							
2350682	NM_001004299.1	124149	FLJ43980		FLJ43980							
6510541	BF509925		HS.562408		HS.562408							
1940561	NM_006568.2	10668	CGRRF1		CGRRF1							
3850209	XM_937862.2	644962	LOC644962		LOC644962							
4830482	XM_938356.1	649292	LOC649292		LOC649292							
4260692	NM_006735.3	3199	HOXA2		HOXA2							
2060471	NM_006735.3	3199	HOXA2		HOXA2							
5900685	NM_176801.1	118	ADD1		ADD1							
2710328	BM685177		HS.561593		HS.561593							
4200465	NM_001080520.1	644168	DRGX		DRGX							
650017	XM_928363.1	653605	LOC653605		LOC653605							
4890392	DB341223		HS.577000		HS.577000							
1570411	AI902175		HS.541476		HS.541476							
2120600	NM_198904.1	2566	GABRG2		GABRG2							
2630619	NM_019592.5	56254	RNF20		RNF20							
5080044	NM_001248.1	956	ENTPD3		ENTPD3							
4850504	NM_001248.1	956	ENTPD3		ENTPD3							
6900682	NM_007073.3	11149	BVES		BVES							
5900458	NM_001005165.1	390081	OR52E4		OR52E4							
3450114	XM_001130258.1	138311	FAM69B		FAM69B							
4290152	XM_001130258.1	138311	FAM69B		FAM69B							
6550292	NM_014276.2	11317	RBPJL		RBPJL							
2320228	NM_001112.2	104	ADARB1		ADARB1							
7330097	NM_001112.2	104	ADARB1		ADARB1							
580500	NM_013356.2	23539	SLC16A8		SLC16A8							
3190114	AI382167		HS.120742		HS.120742							
5270661	AI684768		HS.577970		HS.577970							
4250181	NM_006544.3	10640	EXOC5		EXOC5							
1580044	NM_182625.2	348654	GEN1		GEN1							
2810408	NM_182625.2	348654	GEN1		GEN1							
4590026	NM_000884.2	3615	IMPDH2		IMPDH2							
7330338	NM_018369.1	55789	DEPDC1B		DEPDC1B							
2370441	NM_018369.1	55789	DEPDC1B		DEPDC1B							
5390315	BC073918		HS.546898		HS.546898							
3840278	NM_016643.1	51333	ZNF771		ZNF771							
5820035	NM_004289.5	9603	NFE2L3		NFE2L3							
7400440	CB049010		HS.435279		HS.435279							
5690619	BX482494		HS.564389		HS.564389							
7040553	NM_001039708.1	10807	SDCCAG3		SDCCAG3							
60706	NM_001039708.1	10807	SDCCAG3		SDCCAG3							
4210059	NM_000742.1	1135	CHRNA2		CHRNA2							
3310161	NM_016614.2	51567	TTRAP		TTRAP							
3190189	NM_016614.2	51567	TTRAP		TTRAP							
6550014	NM_018133.2	55167	MSL2L1		MSL2L1							
6520026	NM_006184.3	4924	NUCB1		NUCB1							
1660110	NM_207646.1	400696	LOC400696		LOC400696							
1990630	NM_021158.3	57761	TRIB3		TRIB3							
60551	NM_181335.2	23779	ARHGAP8		ARHGAP8							
510164	NM_181871.2	5313	PKLR		PKLR							
5720646	NM_181871.2	5313	PKLR		PKLR							
4730035	BE795749		HS.22495		HS.22495							
5910523	NM_006769.2	8543	LMO4		LMO4							
7210450	NM_006769.2	8543	LMO4		LMO4							
1690139	DN913073		HS.534476		HS.534476							
150343	AK095855		HS.213061		HS.213061							
5050709	NM_001080509.1	441631	TSPAN11		TSPAN11							
3520228	NM_001080509.1	441631	TSPAN11		TSPAN11							
6940086	NM_002102.3	2996	GYPE		GYPE							
3520300	NM_002102.3	2996	GYPE		GYPE							
360397	AA680045		HS.46669		HS.46669							
2510414	BM664813		HS.562943		HS.562943							
520100	XM_941322.1	652022	LOC652022		LOC652022							
6060356	NM_012423.2	23521	RPL13A		RPL13A							
2450575	NM_001014368.1	391634	HSP90AB2P		HSP90AB2P							
5700070	NM_000478.3	249	ALPL		ALPL							
2570091	NM_015651.1	26147	PHF19		PHF19							
460360	XM_926699.1	643369	LOC643369		LOC643369							
7610743	XM_293943.2	340096	LOC340096		LOC340096							
3420301	NM_022902.2	64924	SLC30A5		SLC30A5							
1230730	NM_022902.2	64924	SLC30A5		SLC30A5							
4810451	NM_022902.2	64924	SLC30A5		SLC30A5							
3460682	NM_002852.2	5806	PTX3		PTX3							
4570450	AA628129		HS.116199		HS.116199							
2900068	NM_003373.3	7414	VCL		VCL							
3310164	BU736253		HS.566795		HS.566795							
4830743	BE439524		HS.541868		HS.541868							
4810768	AV727497		HS.584170		HS.584170							
2030072	BU855480		HS.554075		HS.554075							
4640594	BX113088		HS.147829		HS.147829							
3990474	NM_182610.2	344658	SAMD7		SAMD7							
5390468	NM_001005278.1	81442	OR6N2		OR6N2							
4780360	XM_294692		HS.195363		HS.195363							
3190086	AW591762		HS.545883		HS.545883							
2750152	AL044054		HS.539113		HS.539113							
1400349	BQ181377		HS.551204		HS.551204							
3800482	XM_939432.1	441478	MGC61598		MGC61598							
2940630	NM_001001479.2	339665	SLC35E4		SLC35E4							
4850093	XM_938659.1	649596	LOC649596		LOC649596							
7610228	CX782731		HS.552297		HS.552297							
1850333	XM_928034.1	644950	LOC644950		LOC644950							
2260348	BX111372		HS.17949		HS.17949							
2320711	XM_928376.1	645342	LOC645342		LOC645342							
3870253	NM_000609.4	6387	CXCL12		CXCL12							
4610615	NM_000609.4	6387	CXCL12		CXCL12							
3120377	NM_014404.1	27091	CACNG5		CACNG5							
